,count,values
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.effectiveTime.value,2,"['1994', '19991114', '200003231430', '20000407', '20081101', '20111101', '20120806', '20120810']"
ClinicalDocument.participant.associatedEntity.addr.country.@value,2,"['US', 'USA']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.representedOrganization.telecom.nullFlavor,1,['UNK']
ClinicalDocument.legalAuthenticator.assignedEntity.addr.postalCode.@value,2,"['02368', '97266']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.value.displayName,2,"['Adverse reaction to substance', 'Asthma', 'Pneumonia', 'Propensity to adverse reaction to drug']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.originalText.@value,2,"['Influenza virus vaccine', 'Tetanus and diphtheria toxoids - preservative free']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.classCode,2,['OBS']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.administrationUnitCode.codeSystem,2,['2.16.840.1.113883.3.26.1.1']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.addr.city.@value,1,['Portland']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.code.codeSystem,1,"['2.16.840.1.113883.5.4', '2.16.840.1.113883.6.96']"
ClinicalDocument.typeId.root,2,['2.16.840.1.113883.1.3']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.performer.assignedEntity.representedOrganization.name.@value,1,['Community Health and Hospitals']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.participant.participantRole.classCode,1,['MANU']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.translation.codeSystem,1,['2.16.840.1.113883.6.88']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.entryRelationship.typeCode,2,['SUBJ']
ClinicalDocument.component.structuredBody.component.section.entry.act.priorityCode.codeSystemName,1,['ActPriority']
ClinicalDocument.informant.assignedEntity.id.extension,2,['KP00017']
ClinicalDocument.setId.extension,1,['111199021']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturerOrganization.name.@value,1,['Medication Factory Inc.']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.effectiveTime.institutionSpecified,1,['true']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.translation.code,1,['9947008']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.effectiveTime.low.value,2,"['199803', '20060501', '20070103', '20080501', '20110215', '20120806']"
ClinicalDocument.authenticator.assignedEntity.telecom.value,2,"['tel:(555)555-1003', 'tel:555-555-1002']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.translation.displayName,1,['Albuterol 0.09 MG/ACTUAT inhalant solution']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.routeCode.code,2,"['C28161', 'C38216', 'IM']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.routeCode.codeSystem,2,"['2.16.840.1.113883.3.26.1.1', '2.16.840.1.113883.5.112']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.statusCode.code,1,['completed']
ClinicalDocument.recordTarget.patientRole.patient.administrativeGenderCode.displayName,2,"['Female', 'Male']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.text.reference.value,1,['#DM1']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.classCode,1,['MANU']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.playingEntity.code.codeSystem,2,"['2.16.840.1.113883.6.88', '2.16.840.1.113883.6.96']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.addr.postalCode.@value,1,['02368']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.code.codeSystem,2,['2.16.840.1.113883.6.88']
ClinicalDocument.recordTarget.patientRole.patient.guardian.telecom.value,2,"['tel:(781)555-1212', 'tel:(816)276-6909']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.code,2,"['162467007', '195967001', '233604007', '247472004', '267036007', '371923003', '371924009', '413322009', '55561003', '56018004', '6736007', '73425007', '73879007']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.representedOrganization.id.root,2,"['2.16.840.1.113883.19.5', '2.16.840.1.113883.19.5.9999.1393']"
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.representedOrganization.addr.country.@value,1,['US']
ClinicalDocument.component.structuredBody.component.section.entry.act.participant.participantRole.playingEntity.name.@value,1,['Good Health Clinic']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.code.code,1,['404684003']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.moodCode,1,['EVN']
ClinicalDocument.dataEnterer.assignedEntity.assignedPerson.name.family.@value,2,"['McDonald', 'Seven']"
ClinicalDocument.component.structuredBody.component.section.entry.act.participant.participantRole.playingEntity.classCode,1,['PLC']
ClinicalDocument.dataEnterer.assignedEntity.telecom.use,2,['WP']
ClinicalDocument.documentationOf.serviceEvent.classCode,1,['PCPR']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.value.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.recordTarget.patientRole.patient.maritalStatusCode.codeSystem,2,['2.16.840.1.113883.5.2']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.code.codeSystem,2,['2.16.840.1.113883.6.96']
ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.addr.city.@value,2,"['Blue Bell', 'Portland']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.value.unit,2,"['10+3/ul', 'cm', 'g/dl', 'in', 'kg', 'lbs', 'mm[Hg]']"
ClinicalDocument.recordTarget.patientRole.patient.name.prefix.@value,1,['Mr.']
ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.addr.use,2,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.observation.performer.assignedEntity.addr.streetAddressLine.@value,1,['17 Daws Rd.']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.playingDevice.code.displayName,1,['Colonoscope']
ClinicalDocument.recordTarget.patientRole.patient.birthTime.value,2,"['19470501', '19541125']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.typeCode,1,"['REFR', 'RSON']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.statusCode.code,2,"['completed', 'new']"
ClinicalDocument.recordTarget.patientRole.patient.raceCode.codeSystemName,2,"['Race & Ethnicity - CDC', 'Race and Ethnicity - CDC']"
ClinicalDocument.component.structuredBody.component.section.entry.act.participant.participantRole.code.codeSystemName,1,['HL7 RoleCode']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.precondition.criterion.value.type,1,['CE']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.moodCode,2,['EVN']
ClinicalDocument.component.structuredBody.component.section.entry.act.participant.participantRole.templateId.root,1,['2.16.840.1.113883.10.20.22.4.32']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.effectiveTime.value,1,['20120813']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.representedOrganization.id.root,1,['2.16.840.1.113883.19.5.9999.1393']
ClinicalDocument.author.assignedAuthor.assignedPerson.name.family.@value,2,['Seven']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.code.displayName,2,"['Complaint', 'drug allergy']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.priorityCode.codeSystemName,1,['ActPriority']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.author.assignedAuthor.telecom.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.typeCode,2,['DRIV']
ClinicalDocument.documentationOf.serviceEvent.performer.functionCode.originalText.@value,1,['Primary Care Provider']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.value.codeSystemName,2,['SNOMED CT']
ClinicalDocument.component.structuredBody.component.section.entry.act.effectiveTime.high.value,2,"['20100103', '20110103', '20120806', '20120813']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.text.reference.value,2,"['#result1', '#result2', '#result3', '#vit1', '#vit2', '#vit4', '#vit5', '#vit6']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.code.codeSystemName,1,['HealthcareServiceLocation']
ClinicalDocument.participant.typeCode,2,['IND']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.code.code,2,"['26515-7', '30313-1', '3141-9', '33765-9', '55561003', '7087005', '8302-2', '8480-6']"
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.addr.country.@value,1,['US']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.performer.assignedEntity.representedOrganization.telecom.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.code.codeSystem,2,"['2.16.840.1.113883.5.4', '2.16.840.1.113883.6.96']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.negationInd,1,['false']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.entryRelationship.act.text.reference.value,1,['#FillIns_DM']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.telecom.nullFlavor,2,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.code.originalText.reference.value,2,"['#Proc1', '#Proc2']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.specimen.specimenRole.id.root,1,['c2ee9ee9-ae31-4628-a919-fec1cbb58683']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.effectiveTime.high.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.effectiveTime.institutionSpecified,2,['true']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.observation.value.displayName,1,['Bronchitis']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.representedOrganization.telecom.use,1,"['HP', 'WP']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.methodCode.nullFlavor,1,['UNK']
ClinicalDocument.code.codeSystem,2,['2.16.840.1.113883.6.1']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.code.displayName,1,['General Practice']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.code,2,"['103', '329498', '33', '573621', '88']"
ClinicalDocument.recordTarget.patientRole.patient.birthplace.place.addr.country.@value,2,"['US', 'USA']"
ClinicalDocument.participant.associatedEntity.addr.state.@value,2,"['MA', 'OR']"
ClinicalDocument.recordTarget.patientRole.patient.name.given.qualifier,1,['CL']
ClinicalDocument.informant.assignedEntity.telecom.use,1,['WP']
ClinicalDocument.participant.associatedEntity.code.codeSystemName,1,['Personal Relationship Role Type Value Set']
ClinicalDocument.recordTarget.patientRole.patient.birthplace.place.addr.city.@value,1,['Beaverton']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.translation.code,1,['896001']
ClinicalDocument.participant.associatedEntity.telecom.value,2,"['tel:(555)555-2006', 'tel:(999)555-1212']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.addr.country.@value,2,['US']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.performer.assignedEntity.id.extension,1,['2981825']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.id.extension,2,['45665']
ClinicalDocument.recordTarget.patientRole.addr.city.@value,2,"['Beaverton', 'Blue Bell']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.code.code,2,"['160573003', '230056004', '274025005', '310634005', '373930000', '409586006', '624-7', 'ASSERTION']"
ClinicalDocument.documentationOf.serviceEvent.performer.time.low.value,1,['20120806']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.telecom.use,2,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.moodCode,2,"['EVN', 'INT']"
ClinicalDocument.recordTarget.patientRole.addr.streetAddressLine.@value,2,"['1357 Amber Drive', '17 Daws Rd.']"
ClinicalDocument.informant.assignedEntity.addr.state.@value,2,"['MA', 'OR']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.addr.state.@value,2,"['MA', 'OR']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.id.extension,2,['cb734647-fc99-424c-a864-7e3cda82e704']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.act.moodCode,2,['INT']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.code.originalText.@value,1,['Mild Fever']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.templateId.root,1,['2.16.840.1.113883.10.20.22.4.23']
ClinicalDocument.templateId.root,2,"['2.16.840.1.113883.10.20.22.1.1', '2.16.840.1.113883.10.20.22.1.2', '2.16.840.1.113883.10.20.22.1.4']"
ClinicalDocument.recordTarget.patientRole.patient.guardian.addr.streetAddressLine.@value,2,"['1357 Amber Drive', '17 Daws Rd.']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.typeCode,2,['SUBJ']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.id.extension,1,['cb734647-fc99-424c-a864-7e3cda82e704']
ClinicalDocument.informant.relatedEntity.relatedPerson.name.given.@value,2,"['Frank', 'Rose']"
ClinicalDocument.documentationOf.serviceEvent.performer.time.high.value,1,['20120813']
ClinicalDocument.component.structuredBody.component.section.entry.observation.value.@value,2,"['1 pack per day', 'None']"
ClinicalDocument.componentOf.encompassingEncounter.responsibleParty.assignedEntity.assignedPerson.name.given.@value,1,['Henry']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.moodCode,1,"['EVN', 'INT']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.administrationUnitCode.code,2,['C42944']
ClinicalDocument.documentationOf.serviceEvent.performer.typeCode,1,['PRF']
ClinicalDocument.component.structuredBody.component.section.entry.act.code.originalText.reference.value,1,['#Proc1']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.code.codeSystemName,1,['Provider Codes']
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.th.@value,2,"['Blood Pressure', 'Height', 'Weight']"
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.id.root,1,['2.16.840.1.113883.19']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.playingEntity.classCode,2,['MMAT']
ClinicalDocument.component.structuredBody.component.section.entry.observation.code.type,1,['CE']
ClinicalDocument.informant.assignedEntity.addr.postalCode.@value,2,"['02368', '97266']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.representedOrganization.addr.postalCode.@value,1,['02368']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.templateId.root,2,"['2.16.840.1.113883.10.20.22.4.1', '2.16.840.1.113883.10.20.22.4.26', '2.16.840.1.113883.10.20.22.4.45']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.code.codeSystemName,1,['HL7 RoleCode']
ClinicalDocument.componentOf.encompassingEncounter.code.codeSystemName,2,"['CPT-4', 'SNOMED-CT']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.id.root,2,"['cdbd33f0-6cde-11db-9fe1-0800200c9a66', 'e6f1ba43-c0ed-4b9b-9f12-f435d8ad8f92']"
ClinicalDocument.component.structuredBody.component.section.code.code,2,"['10157-6', '10160-0', '10164-2', '10183-2', '10187-3', '10210-3', '11348-0', '11369-6', '11450-4', '18776-5', '29545-1', '29762-2', '30954-2', '42349-1', '46239-0', '46240-8', '47420-5', '47519-4', '48765-2', '51848-0', '8653-8', '8716-3']"
ClinicalDocument.recordTarget.patientRole.patient.birthplace.place.addr.postalCode.@value,2,"['02368', '97006']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.entryRelationship.act.code.type,1,['CE']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.performer.assignedEntity.representedOrganization.id.root,1,['2.16.840.1.113883.19.5.9999.1395']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.effectiveTime.value,2,"['20110215', '20120807']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.typeCode,1,['SUBJ']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.addr.city.@value,2,"['Blue Bell', 'Portland']"
ClinicalDocument.component.structuredBody.component.section.entry.act.priorityCode.displayName,1,['Callback results']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.code.code,1,['1160-1']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.statusCode.code,2,['completed']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.typeCode,2,['CSM']
ClinicalDocument.author.assignedAuthor.assignedPerson.name.prefix.@value,1,['Dr']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.entryRelationship.act.text.@value,1,['label in spanish']
ClinicalDocument.component.structuredBody.component.section.entry.observation.effectiveTime.low.value,2,"['1947', '1973', '20050501', '20081101', '20110227']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.code.displayName,2,"['Alcohol consumption', 'Cigarette smoking', 'Cognitive Function Finding', 'Colonic polypectomy', 'Colonoscopy', 'Complaint', 'Sputum Culture']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.manufacturerOrganization.name.@value,1,['Medication Factory Inc.']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.entryRelationship.act.moodCode,1,['INT']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.statusCode.code,2,['completed']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.templateId.root,2,['2.16.840.1.113883.10.20.22.4.24']
ClinicalDocument.languageCode.code,2,['en-US']
ClinicalDocument.informationRecipient.intendedRecipient.informationRecipient.name.family.@value,2,['Seven']
ClinicalDocument.recordTarget.patientRole.patient.religiousAffiliationCode.displayName,2,"['Christian (non-Catholic, non-specific)']"
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.code.code,1,['208D00000X']
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.addr.country.@value,1,['US']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.templateId.root,2,"['2.16.840.1.113883.10.20.22.4.17', '2.16.840.1.113883.10.20.22.4.18']"
ClinicalDocument.author.assignedAuthor.id.root,2,"['2.16.840.1.113883.19.5', '2.16.840.1.113883.4.6']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.templateId.root,1,['2.16.840.1.113883.10.20.22.4.4']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.entryRelationship.typeCode,1,['SUBJ']
ClinicalDocument.authenticator.time.value,2,"['20050329224411+0500', '20120813']"
ClinicalDocument.recordTarget.patientRole.patient.languageCommunication.modeCode.displayName,2,"['Expressed spoken', 'Recieve Written']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.value.code,1,['233604007']
ClinicalDocument.component.structuredBody.component.section.text.list.item.list.listType,1,['ordered']
ClinicalDocument.authenticator.assignedEntity.assignedPerson.name.given.@value,2,['Henry']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.id.root,1,['2.16.840.1.113883.4.6']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.translation.codeSystemName,2,"['CVX', 'RxNorm']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.value.code,2,"['195967001', '233604007', '282100009', '419511003']"
ClinicalDocument.component.structuredBody.component.section.entry.act.participant.participantRole.addr.country.@value,1,['US']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.participant.participantRole.code.displayName,1,['drug vehicle']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.effectiveTime.period.unit,1,['h']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.precondition.typeCode,1,['PRCN']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.interpretationCode.code,2,"['L', 'N']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.statusCode.code,2,['completed']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.typeCode,2,['CSM']
ClinicalDocument.componentOf.encompassingEncounter.encounterParticipant.assignedEntity.assignedPerson.name.family.@value,1,['Seven']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.precondition.criterion.value.code,2,['56018004']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.classCode,1,['MANU']
ClinicalDocument.recordTarget.patientRole.patient.ethnicGroupCode.codeSystemName,2,"['Race & Ethnicity - CDC', 'Race and Ethnicity - CDC']"
ClinicalDocument.authenticator.assignedEntity.id.extension,2,"['999999999', 'KP00017']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.id.root,1,['2a620155-9d11-439e-92b3-5d9815ff4ee8']
ClinicalDocument.documentationOf.serviceEvent.effectiveTime.low.value,1,['20120806']
ClinicalDocument.component.structuredBody.component.section.entry.observation.code.originalText.reference.value,2,"['#Proc1', '#soc1', '#soc2', '#soc3']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.value.code,1,['233604007']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.representedOrganization.id.root,2,"['2.16.840.1.113883.19.5', 'c2ee9ee9-ae31-4628-a919-fec1cbb58686']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.participant.participantRole.code.displayName,1,['Urgent Care Center']
ClinicalDocument.recordTarget.patientRole.patient.languageCommunication.modeCode.code,2,"['ESP', 'RWR']"
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.td.colspan,2,['2']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.id.root,1,['2.16.840.1.113883.19.5.9999.456']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.playingEntity.code.codeSystemName,2,"['RxNorm', 'SNOMED CT']"
ClinicalDocument.author.assignedAuthor.assignedPerson.name.given.@value,2,['Henry']
ClinicalDocument.component.structuredBody.component.section.entry.observation.effectiveTime.center.value,2,"['20000421', '20120820']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.code.displayName,1,['General Physician']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.administrationUnitCode.displayName,2,['INHALANT']
ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.telecom.value,2,"['tel: 555-555-1002', 'tel:(555)555-1212']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.moodCode,2,['EVN']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.id.root,2,"['4adc1020-7b14-11db-9fe1-0800200c9a64', 'ab1791b0-5c71-11db-b0de-0800200c9a66']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.displayName,2,"['Active', 'Asthma', 'Hives', 'Inactive', 'Mild to moderate', 'Moderate', 'Moderate to severe', 'Nausea', 'Pneumonia', 'Resolved', 'Shortness of Breath', 'Symptom Free', 'Wheezing']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.performer.assignedEntity.addr.country.@value,1,['US']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.interpretationCode.codeSystem,2,['2.16.840.1.113883.5.83']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.name.@value,1,"['Aspirin', 'Penicillin']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.act.code.displayName,2,['immunization education']
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.telecom.value,1,['(555)555-555-1234']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.specimen.specimenRole.specimenPlayingEntity.code.code,1,['309226005']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.playingDevice.code.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.participant.associatedEntity.associatedPerson.name.prefix.@value,2,"['Mr.', 'Mrs.']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.value.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.representedOrganization.addr.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.effectiveTime.high.value,2,"['20120301', '20120813']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.translation.codeSystem,2,"['2.16.840.1.113883.6.59', '2.16.840.1.113883.6.88']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.templateId.root,1,"['2.16.840.1.113883.10.20.22.4.31', '2.16.840.1.113883.10.20.22.4.47']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.value.unit,1,['a']
ClinicalDocument.component.structuredBody.component.section.text.table.border,2,['1']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.code.codeSystem,2,"['2.16.840.1.113883.6.1', '2.16.840.1.113883.6.96']"
ClinicalDocument.participant.associatedEntity.code.codeSystem,2,"['2.16.840.1.113883.1.11.19563', '2.16.840.1.113883.5.111']"
ClinicalDocument.recordTarget.patientRole.patient.raceCode.code,2,['2106-3']
ClinicalDocument.component.structuredBody.component.section.entry.act.classCode,2,['ACT']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.classCode,1,['MANU']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.translation.displayName,2,"['Pneumococcal NOS', 'Proventil 0.09 MG/ACTUAT inhalant solution', 'Tetanus and diphtheria toxoids - preservative free', 'influenza, live, intranasal']"
